ozone,a,b,c,d,e,day,time
$65.1,36.6,557.2,0.0000,0.0000,0.0000,16/08/16,18:03:06
$63.9,36.6,556.8,0.0000,0.0000,0.0000,16/08/16,18:08:07
$64.6,36.6,557.1,0.0000,0.0000,0.0000,16/08/16,18:13:07
$68.8,36.6,556.9,0.0000,0.0000,0.0000,16/08/16,18:18:07
$71.1,36.6,557.1,0.0000,0.0000,0.0000,16/08/16,18:23:07
$67.6,36.6,557.2,0.0000,0.0000,0.0000,16/08/16,18:28:06
$68.2,36.6,557.3,0.0000,0.0000,0.0000,16/08/16,18:33:06
$67.9,36.6,557.3,0.0000,0.0000,0.0000,16/08/16,18:38:07
$66.6,36.5,557.3,0.0000,0.0000,0.0000,16/08/16,18:43:07
$69.4,36.5,557.3,0.0000,0.0000,0.0000,16/08/16,18:48:07
$67.8,36.5,557.2,0.0000,0.0000,0.0000,16/08/16,18:53:06
$67.0,36.5,557.1,0.0000,0.0000,0.0000,16/08/16,18:58:06
$66.7,36.5,557.3,0.0000,0.0000,0.0000,16/08/16,19:03:06
$65.4,36.5,556.8,0.0000,0.0000,0.0000,16/08/16,19:08:07
$65.7,36.5,557.5,0.0000,0.0000,0.0000,16/08/16,19:13:07
$66.0,36.4,557.5,0.0000,0.0000,0.0000,16/08/16,19:18:07
$65.0,36.4,557.4,0.0000,0.0000,0.0000,16/08/16,19:23:06
$61.6,36.4,557.6,0.0000,0.0000,0.0000,16/08/16,19:28:06
$62.7,36.3,557.9,0.0000,0.0000,0.0000,16/08/16,19:33:06
$65.1,36.3,558.1,0.0000,0.0000,0.0000,16/08/16,19:38:07
$58.5,36.3,558.3,0.0000,0.0000,0.0000,16/08/16,19:43:07
$58.5,36.3,558.6,0.0000,0.0000,0.0000,16/08/16,19:48:07
$54.5,36.3,558.7,0.0000,0.0000,0.0000,16/08/16,19:53:06
$55.4,36.2,558.9,0.0000,0.0000,0.0000,16/08/16,19:58:06
$53.6,36.2,559.1,0.0000,0.0000,0.0000,16/08/16,20:03:07
$52.5,36.2,559.0,0.0000,0.0000,0.0000,16/08/16,20:08:07
$50.7,36.2,559.2,0.0000,0.0000,0.0000,16/08/16,20:13:07
$49.5,36.2,559.2,0.0000,0.0000,0.0000,16/08/16,20:18:07
$52.6,36.2,559.0,0.0000,0.0000,0.0000,16/08/16,20:23:06
$55.2,36.2,559.0,0.0000,0.0000,0.0000,16/08/16,20:28:06
$57.6,36.1,558.7,0.0000,0.0000,0.0000,16/08/16,20:33:07
$57.9,36.1,558.7,0.0000,0.0000,0.0000,16/08/16,20:38:07
$53.4,36.1,558.6,0.0000,0.0000,0.0000,16/08/16,20:43:07
$51.5,36.1,558.7,0.0000,0.0000,0.0000,16/08/16,20:48:07
$50.0,36.1,558.6,0.0000,0.0000,0.0000,16/08/16,20:53:06
$50.1,36.1,558.6,0.0000,0.0000,0.0000,16/08/16,20:58:06
$50.0,36.1,558.7,0.0000,0.0000,0.0000,16/08/16,21:03:07
$48.4,36.1,558.7,0.0000,0.0000,0.0000,16/08/16,21:08:07
$49.6,36.1,558.2,0.0000,0.0000,0.0000,16/08/16,21:13:07
$47.7,36.0,558.5,0.0000,0.0000,0.0000,16/08/16,21:18:07
$49.5,36.0,558.6,0.0000,0.0000,0.0000,16/08/16,21:23:06
$49.9,36.0,558.5,0.0000,0.0000,0.0000,16/08/16,21:28:06
$50.8,36.1,558.6,0.0000,0.0000,0.0000,16/08/16,21:33:07
$50.4,36.0,558.3,0.0000,0.0000,0.0000,16/08/16,21:38:07
$52.5,36.0,558.6,0.0000,0.0000,0.0000,16/08/16,21:43:07
$53.5,36.0,558.6,0.0000,0.0000,0.0000,16/08/16,21:48:06
$54.0,36.0,558.7,0.0000,0.0000,0.0000,16/08/16,21:53:06
$54.7,36.0,558.9,0.0000,0.0000,0.0000,16/08/16,21:58:06
$56.4,36.0,558.6,0.0000,0.0000,0.0000,16/08/16,22:03:07
$56.3,36.0,558.6,0.0000,0.0000,0.0000,16/08/16,22:08:07
$56.8,36.1,558.6,0.0000,0.0000,0.0000,16/08/16,22:13:07
$57.2,36.1,558.1,0.0000,0.0000,0.0000,16/08/16,22:18:06
$57.4,36.1,558.6,0.0000,0.0000,0.0000,16/08/16,22:23:06
$57.8,36.1,558.4,0.0000,0.0000,0.0000,16/08/16,22:28:06
$57.1,36.1,558.5,0.0000,0.0000,0.0000,16/08/16,22:33:07
$58.1,36.1,558.4,0.0000,0.0000,0.0000,16/08/16,22:38:07
$58.0,36.1,558.6,0.0000,0.0000,0.0000,16/08/16,22:43:07
$58.3,36.1,558.5,0.0000,0.0000,0.0000,16/08/16,22:48:06
$58.1,36.1,558.3,0.0000,0.0000,0.0000,16/08/16,22:53:06
$57.5,36.1,558.3,0.0000,0.0000,0.0000,16/08/16,22:58:06
$58.2,36.1,558.1,0.0000,0.0000,0.0000,16/08/16,23:03:07
$56.6,36.1,558.1,0.0000,0.0000,0.0000,16/08/16,23:08:07
$57.4,36.1,558.1,0.0000,0.0000,0.0000,16/08/16,23:13:07
$58.8,36.1,558.0,0.0000,0.0000,0.0000,16/08/16,23:18:06
$58.7,36.2,558.0,0.0000,0.0000,0.0000,16/08/16,23:23:06
$58.4,36.1,557.7,0.0000,0.0000,0.0000,16/08/16,23:28:06
$56.6,36.2,557.9,0.0000,0.0000,0.0000,16/08/16,23:33:07
$55.9,36.2,557.9,0.0000,0.0000,0.0000,16/08/16,23:38:07
$56.0,36.2,557.7,0.0000,0.0000,0.0000,16/08/16,23:43:07
$57.0,36.2,557.7,0.0000,0.0000,0.0000,16/08/16,23:48:06
$57.5,36.2,557.7,0.0000,0.0000,0.0000,16/08/16,23:53:06
$58.0,36.2,557.8,0.0000,0.0000,0.0000,16/08/16,23:58:07
$57.4,36.2,557.4,0.0000,0.0000,0.0000,17/08/16,00:03:07
$57.5,36.2,557.6,0.0000,0.0000,0.0000,17/08/16,00:08:07
$56.4,36.2,557.4,0.0000,0.0000,0.0000,17/08/16,00:13:07
$56.1,36.2,557.8,0.0000,0.0000,0.0000,17/08/16,00:18:06
$55.1,36.2,557.9,0.0000,0.0000,0.0000,17/08/16,00:23:06
$54.5,36.2,557.6,0.0000,0.0000,0.0000,17/08/16,00:28:07
$54.7,36.2,557.9,0.0000,0.0000,0.0000,17/08/16,00:33:07
$54.5,36.2,557.6,0.0000,0.0000,0.0000,17/08/16,00:38:07
$53.8,36.2,557.9,0.0000,0.0000,0.0000,17/08/16,00:43:07
$53.7,36.2,557.8,0.0000,0.0000,0.0000,17/08/16,00:48:06
$53.5,36.3,557.9,0.0000,0.0000,0.0000,17/08/16,00:53:06
$53.3,36.3,558.1,0.0000,0.0000,0.0000,17/08/16,00:58:07
$52.9,36.3,558.1,0.0000,0.0000,0.0000,17/08/16,01:03:07
$47.0,36.3,558.2,0.0000,0.0000,0.0000,17/08/16,01:08:07
$47.6,36.3,557.9,0.0000,0.0000,0.0000,17/08/16,01:13:06
$48.0,36.3,558.2,0.0000,0.0000,0.0000,17/08/16,01:18:06
$51.7,36.3,558.1,0.0000,0.0000,0.0000,17/08/16,01:23:06
$51.8,36.3,558.1,0.0000,0.0000,0.0000,17/08/16,01:28:07
$51.7,36.4,558.0,0.0000,0.0000,0.0000,17/08/16,01:33:07
$50.5,36.3,558.1,0.0000,0.0000,0.0000,17/08/16,01:38:07
$49.8,36.4,557.8,0.0000,0.0000,0.0000,17/08/16,01:43:06
$46.7,36.3,558.0,0.0000,0.0000,0.0000,17/08/16,01:48:06
$45.9,36.4,558.0,0.0000,0.0000,0.0000,17/08/16,01:53:06
$46.4,36.3,558.0,0.0000,0.0000,0.0000,17/08/16,01:58:07
$51.4,36.4,557.9,0.0000,0.0000,0.0000,17/08/16,02:03:07
$52.2,36.3,558.0,0.0000,0.0000,0.0000,17/08/16,02:08:07
$50.1,36.4,557.9,0.0000,0.0000,0.0000,17/08/16,02:13:06
$49.0,36.4,557.9,0.0000,0.0000,0.0000,17/08/16,02:18:06
$48.1,36.4,557.9,0.0000,0.0000,0.0000,17/08/16,02:23:06
$49.3,36.4,557.8,0.0000,0.0000,0.0000,17/08/16,02:28:07
$50.2,36.4,557.8,0.0000,0.0000,0.0000,17/08/16,02:33:07
$49.0,36.4,557.6,0.0000,0.0000,0.0000,17/08/16,02:38:07
$50.6,36.4,557.9,0.0000,0.0000,0.0000,17/08/16,02:43:06
$51.0,36.4,557.9,0.0000,0.0000,0.0000,17/08/16,02:48:06
$51.6,36.4,557.9,0.0000,0.0000,0.0000,17/08/16,02:53:07
$50.1,36.4,557.9,0.0000,0.0000,0.0000,17/08/16,02:58:07
$50.7,36.4,557.8,0.0000,0.0000,0.0000,17/08/16,03:03:07
$49.2,36.4,557.7,0.0000,0.0000,0.0000,17/08/16,03:08:07
$52.2,36.4,557.9,0.0000,0.0000,0.0000,17/08/16,03:13:06
$52.9,36.4,557.9,0.0000,0.0000,0.0000,17/08/16,03:18:06
$52.9,36.4,557.7,0.0000,0.0000,0.0000,17/08/16,03:23:07
$51.5,36.4,557.8,0.0000,0.0000,0.0000,17/08/16,03:28:07
$48.1,36.4,557.9,0.0000,0.0000,0.0000,17/08/16,03:33:07
$49.7,36.4,557.8,0.0000,0.0000,0.0000,17/08/16,03:38:07
$48.9,36.4,557.6,0.0000,0.0000,0.0000,17/08/16,03:43:06
$49.8,36.4,557.5,0.0000,0.0000,0.0000,17/08/16,03:48:06
$50.8,36.4,557.6,0.0000,0.0000,0.0000,17/08/16,03:53:07
$48.5,36.4,557.6,0.0000,0.0000,0.0000,17/08/16,03:58:07
$48.2,36.4,557.6,0.0000,0.0000,0.0000,17/08/16,04:03:07
$49.5,36.4,557.4,0.0000,0.0000,0.0000,17/08/16,04:08:06
$48.0,36.4,557.6,0.0000,0.0000,0.0000,17/08/16,04:13:06
$48.5,36.4,557.5,0.0000,0.0000,0.0000,17/08/16,04:18:06
$46.6,36.4,557.7,0.0000,0.0000,0.0000,17/08/16,04:23:07
$47.0,36.4,557.6,0.0000,0.0000,0.0000,17/08/16,04:28:07
$46.9,36.4,557.7,0.0000,0.0000,0.0000,17/08/16,04:33:07
$48.0,36.4,557.6,0.0000,0.0000,0.0000,17/08/16,04:38:06
$47.0,36.4,557.6,0.0000,0.0000,0.0000,17/08/16,04:43:06
$46.0,36.4,557.6,0.0000,0.0000,0.0000,17/08/16,04:48:06
$48.2,36.4,557.7,0.0000,0.0000,0.0000,17/08/16,04:53:07
$48.5,36.4,557.6,0.0000,0.0000,0.0000,17/08/16,04:58:07
$46.7,36.4,557.3,0.0000,0.0000,0.0000,17/08/16,05:03:07
$47.4,36.4,557.6,0.0000,0.0000,0.0000,17/08/16,05:08:06
$47.4,36.4,557.6,0.0000,0.0000,0.0000,17/08/16,05:13:06
$46.7,36.4,557.6,0.0000,0.0000,0.0000,17/08/16,05:18:07
$46.4,36.5,557.3,0.0000,0.0000,0.0000,17/08/16,05:23:07
$46.6,36.5,557.5,0.0000,0.0000,0.0000,17/08/16,05:28:07
$46.9,36.6,557.6,0.0000,0.0000,0.0000,17/08/16,05:33:07
$46.2,36.6,557.3,0.0000,0.0000,0.0000,17/08/16,05:38:06
$46.8,36.7,557.5,0.0000,0.0000,0.0000,17/08/16,05:43:06
$45.8,36.7,557.6,0.0000,0.0000,0.0000,17/08/16,05:48:07
$47.3,36.7,557.4,0.0000,0.0000,0.0000,17/08/16,05:53:07
$47.8,36.7,557.4,0.0000,0.0000,0.0000,17/08/16,05:58:07
$48.1,36.8,557.5,0.0000,0.0000,0.0000,17/08/16,06:03:07
$47.6,36.8,557.5,0.0000,0.0000,0.0000,17/08/16,06:08:06
$48.7,36.8,557.5,0.0000,0.0000,0.0000,17/08/16,06:13:06
$48.0,36.8,557.6,0.0000,0.0000,0.0000,17/08/16,06:18:07
$47.0,36.8,557.4,0.0000,0.0000,0.0000,17/08/16,06:23:07
$47.2,36.8,557.7,0.0000,0.0000,0.0000,17/08/16,06:28:07
$46.5,36.8,557.7,0.0000,0.0000,0.0000,17/08/16,06:33:06
$47.7,36.8,557.7,0.0000,0.0000,0.0000,17/08/16,06:38:06
$46.6,36.8,557.6,0.0000,0.0000,0.0000,17/08/16,06:43:06
$45.5,36.7,557.7,0.0000,0.0000,0.0000,17/08/16,06:48:07
$45.0,36.8,557.8,0.0000,0.0000,0.0000,17/08/16,06:53:07
$46.9,36.7,557.7,0.0000,0.0000,0.0000,17/08/16,06:58:07
$46.1,36.7,557.6,0.0000,0.0000,0.0000,17/08/16,07:03:06
$46.2,36.7,557.5,0.0000,0.0000,0.0000,17/08/16,07:08:06
$46.7,36.7,557.6,0.0000,0.0000,0.0000,17/08/16,07:13:06
$46.9,36.7,557.7,0.0000,0.0000,0.0000,17/08/16,07:18:07
$46.4,36.7,557.7,0.0000,0.0000,0.0000,17/08/16,07:23:07
$46.5,36.7,557.5,0.0000,0.0000,0.0000,17/08/16,07:28:07
$44.2,36.7,557.9,0.0000,0.0000,0.0000,17/08/16,07:33:06
$45.2,36.7,557.9,0.0000,0.0000,0.0000,17/08/16,07:38:06
$44.3,36.7,557.8,0.0000,0.0000,0.0000,17/08/16,07:43:07
$43.6,36.7,557.9,0.0000,0.0000,0.0000,17/08/16,07:48:07
$43.3,36.7,557.8,0.0000,0.0000,0.0000,17/08/16,07:53:07
$41.2,36.7,557.6,0.0000,0.0000,0.0000,17/08/16,07:58:07
$35.4,36.7,557.4,0.0000,0.0000,0.0000,17/08/16,08:03:06
$36.7,36.8,557.8,0.0000,0.0000,0.0000,17/08/16,08:08:06
$37.6,36.7,557.7,0.0000,0.0000,0.0000,17/08/16,08:13:07
$37.5,36.8,557.8,0.0000,0.0000,0.0000,17/08/16,08:18:07
$37.5,36.7,557.6,0.0000,0.0000,0.0000,17/08/16,08:23:07
$37.7,36.8,557.7,0.0000,0.0000,0.0000,17/08/16,08:28:06
$36.3,36.8,557.6,0.0000,0.0000,0.0000,17/08/16,08:33:06
$41.8,36.8,557.6,0.0000,0.0000,0.0000,17/08/16,08:38:06
$42.7,36.8,557.6,0.0000,0.0000,0.0000,17/08/16,08:43:07
$42.9,36.8,557.4,0.0000,0.0000,0.0000,17/08/16,08:48:07
$42.6,36.8,557.2,0.0000,0.0000,0.0000,17/08/16,08:53:07
$42.3,36.8,557.3,0.0000,0.0000,0.0000,17/08/16,08:58:06
$42.0,36.8,557.1,0.0000,0.0000,0.0000,17/08/16,09:03:06
$39.4,36.9,557.2,0.0000,0.0000,0.0000,17/08/16,09:08:06
$41.6,36.8,557.1,0.0000,0.0000,0.0000,17/08/16,09:13:07
$43.9,36.9,557.1,0.0000,0.0000,0.0000,17/08/16,09:18:07
$45.9,36.9,557.0,0.0000,0.0000,0.0000,17/08/16,09:23:07
$45.3,36.9,556.9,0.0000,0.0000,0.0000,17/08/16,09:28:06
$40.7,36.9,556.9,0.0000,0.0000,0.0000,17/08/16,09:33:06
$44.6,36.9,557.1,0.0000,0.0000,0.0000,17/08/16,09:38:07
$46.8,36.9,556.9,0.0000,0.0000,0.0000,17/08/16,09:43:07
$46.8,36.9,556.7,0.0000,0.0000,0.0000,17/08/16,09:48:07
$45.7,36.9,557.0,0.0000,0.0000,0.0000,17/08/16,09:53:07
$44.9,36.9,556.8,0.0000,0.0000,0.0000,17/08/16,09:58:06
$45.7,37.0,557.1,0.0000,0.0000,0.0000,17/08/16,10:03:06
$44.4,37.0,556.7,0.0000,0.0000,0.0000,17/08/16,10:08:07
$44.3,37.0,557.1,0.0000,0.0000,0.0000,17/08/16,10:13:07
$42.9,37.0,556.8,0.0000,0.0000,0.0000,17/08/16,10:18:07
$42.6,37.0,557.2,0.0000,0.0000,0.0000,17/08/16,10:23:06
$43.2,36.9,556.8,0.0000,0.0000,0.0000,17/08/16,10:28:06
$42.1,37.0,556.7,0.0000,0.0000,0.0000,17/08/16,10:33:06
$44.8,36.9,556.7,0.0000,0.0000,0.0000,17/08/16,10:38:07
$45.4,37.0,556.7,0.0000,0.0000,0.0000,17/08/16,10:43:07
$48.4,36.9,556.8,0.0000,0.0000,0.0000,17/08/16,10:48:07
$49.9,37.0,556.8,0.0000,0.0000,0.0000,17/08/16,10:53:06
$50.0,37.0,556.9,0.0000,0.0000,0.0000,17/08/16,10:58:06
$49.1,37.0,556.5,0.0000,0.0000,0.0000,17/08/16,11:03:07
$47.0,37.0,556.6,0.0000,0.0000,0.0000,17/08/16,11:08:07
$44.3,37.0,556.6,0.0000,0.0000,0.0000,17/08/16,11:13:07
$43.6,37.0,556.7,0.0000,0.0000,0.0000,17/08/16,11:18:07
$43.6,37.0,556.6,0.0000,0.0000,0.0000,17/08/16,11:23:06
$40.6,37.0,556.8,0.0000,0.0000,0.0000,17/08/16,11:28:06
$43.0,37.0,556.4,0.0000,0.0000,0.0000,17/08/16,11:33:07
$47.2,37.0,556.5,0.0000,0.0000,0.0000,17/08/16,11:38:07
$50.1,37.0,556.5,0.0000,0.0000,0.0000,17/08/16,11:43:07
$52.5,37.0,556.4,0.0000,0.0000,0.0000,17/08/16,11:48:06
$56.7,37.0,556.5,0.0000,0.0000,0.0000,17/08/16,11:53:06
$59.3,36.9,556.5,0.0000,0.0000,0.0000,17/08/16,11:58:06
$58.7,37.0,556.5,0.0000,0.0000,0.0000,17/08/16,12:03:07
$57.6,36.9,556.5,0.0000,0.0000,0.0000,17/08/16,12:08:07
$58.7,36.9,556.4,0.0000,0.0000,0.0000,17/08/16,12:13:07
$59.1,36.9,556.5,0.0000,0.0000,0.0000,17/08/16,12:18:06
$58.9,36.9,556.6,0.0000,0.0000,0.0000,17/08/16,12:23:06
$59.8,36.9,556.3,0.0000,0.0000,0.0000,17/08/16,12:28:06
$59.1,36.9,556.5,0.0000,0.0000,0.0000,17/08/16,12:33:07
$59.4,36.9,556.5,0.0000,0.0000,0.0000,17/08/16,12:38:07
$59.7,36.9,556.3,0.0000,0.0000,0.0000,17/08/16,12:43:07
$61.6,36.9,556.6,0.0000,0.0000,0.0000,17/08/16,12:48:06
$61.8,36.9,556.3,0.0000,0.0000,0.0000,17/08/16,12:53:06
$64.2,36.9,556.1,0.0000,0.0000,0.0000,17/08/16,12:58:07
$62.7,36.9,556.1,0.0000,0.0000,0.0000,17/08/16,13:03:07
$63.1,36.9,556.3,0.0000,0.0000,0.0000,17/08/16,13:08:07
$62.9,36.9,556.2,0.0000,0.0000,0.0000,17/08/16,13:13:07
$63.2,36.8,556.0,0.0000,0.0000,0.0000,17/08/16,13:18:06
$62.9,36.8,556.2,0.0000,0.0000,0.0000,17/08/16,13:23:06
$63.3,36.8,556.0,0.0000,0.0000,0.0000,17/08/16,13:28:07
$62.2,36.8,556.1,0.0000,0.0000,0.0000,17/08/16,13:33:07
$61.7,36.8,556.0,0.0000,0.0000,0.0000,17/08/16,13:38:07
$62.9,36.8,556.0,0.0000,0.0000,0.0000,17/08/16,13:43:06
$65.2,36.8,556.0,0.0000,0.0000,0.0000,17/08/16,13:48:06
$64.1,36.8,556.1,0.0000,0.0000,0.0000,17/08/16,13:53:06
$64.1,36.8,555.9,0.0000,0.0000,0.0000,17/08/16,13:58:07
$67.5,36.8,555.6,0.0000,0.0000,0.0000,17/08/16,14:03:07
$69.5,36.8,555.8,0.0000,0.0000,0.0000,17/08/16,14:08:07
$68.0,36.8,555.7,0.0000,0.0000,0.0000,17/08/16,14:13:06
$69.4,36.8,555.8,0.0000,0.0000,0.0000,17/08/16,14:18:06
$71.6,36.8,555.7,0.0000,0.0000,0.0000,17/08/16,14:23:06
$71.2,36.8,555.8,0.0000,0.0000,0.0000,17/08/16,14:28:07
$73.5,36.7,555.4,0.0000,0.0000,0.0000,17/08/16,14:33:07
$73.0,36.8,555.6,0.0000,0.0000,0.0000,17/08/16,14:38:07
$71.4,36.7,555.7,0.0000,0.0000,0.0000,17/08/16,14:43:06
$73.5,36.8,555.7,0.0000,0.0000,0.0000,17/08/16,14:48:06
$74.0,36.7,555.5,0.0000,0.0000,0.0000,17/08/16,14:53:07
$72.3,36.8,555.6,0.0000,0.0000,0.0000,17/08/16,14:58:07
$70.8,36.7,555.4,0.0000,0.0000,0.0000,17/08/16,15:03:07
$68.3,36.8,555.4,0.0000,0.0000,0.0000,17/08/16,15:08:07
$69.0,36.7,555.3,0.0000,0.0000,0.0000,17/08/16,15:13:06
$74.0,36.8,555.3,0.0000,0.0000,0.0000,17/08/16,15:18:06
$74.2,36.7,555.3,0.0000,0.0000,0.0000,17/08/16,15:23:07
$72.5,36.8,555.4,0.0000,0.0000,0.0000,17/08/16,15:28:07
$70.4,36.7,555.2,0.0000,0.0000,0.0000,17/08/16,15:33:07
$69.9,36.8,555.3,0.0000,0.0000,0.0000,17/08/16,15:38:06
$70.1,36.8,555.1,0.0000,0.0000,0.0000,17/08/16,15:43:06
$70.3,36.8,555.2,0.0000,0.0000,0.0000,17/08/16,15:48:06
$69.6,36.8,555.3,0.0000,0.0000,0.0000,17/08/16,15:53:07
$67.1,36.8,555.4,0.0000,0.0000,0.0000,17/08/16,15:58:07
$69.2,36.8,555.3,0.0000,0.0000,0.0000,17/08/16,16:03:07
$69.4,36.8,555.2,0.0000,0.0000,0.0000,17/08/16,16:08:06
$70.5,36.8,555.3,0.0000,0.0000,0.0000,17/08/16,16:13:06
$74.3,36.8,555.1,0.0000,0.0000,0.0000,17/08/16,16:18:06
$72.7,36.7,555.1,0.0000,0.0000,0.0000,17/08/16,16:23:07
$73.3,36.7,555.1,0.0000,0.0000,0.0000,17/08/16,16:28:07
$73.7,36.7,555.2,0.0000,0.0000,0.0000,17/08/16,16:33:07
$74.1,36.7,555.1,0.0000,0.0000,0.0000,17/08/16,16:38:06
$71.5,36.7,555.3,0.0000,0.0000,0.0000,17/08/16,16:43:06
$68.7,36.7,555.1,0.0000,0.0000,0.0000,17/08/16,16:48:07
$69.0,36.7,555.0,0.0000,0.0000,0.0000,17/08/16,16:53:07
$69.8,36.7,555.1,0.0000,0.0000,0.0000,17/08/16,16:58:07
$70.2,36.7,555.1,0.0000,0.0000,0.0000,17/08/16,17:03:07
$73.4,36.7,555.1,0.0000,0.0000,0.0000,17/08/16,17:08:06
$72.7,36.7,554.9,0.0000,0.0000,0.0000,17/08/16,17:13:06
$73.1,36.7,555.1,0.0000,0.0000,0.0000,17/08/16,17:18:07
$72.4,36.7,555.1,0.0000,0.0000,0.0000,17/08/16,17:23:07
$69.3,36.7,555.1,0.0000,0.0000,0.0000,17/08/16,17:28:07
$64.8,36.7,555.2,0.0000,0.0000,0.0000,17/08/16,17:33:06
$62.8,36.6,555.3,0.0000,0.0000,0.0000,17/08/16,17:38:06
$63.9,36.7,555.1,0.0000,0.0000,0.0000,17/08/16,17:43:06
$63.1,36.6,555.2,0.0000,0.0000,0.0000,17/08/16,17:48:07
$65.8,36.6,555.3,0.0000,0.0000,0.0000,17/08/16,17:53:07
$68.7,36.6,555.3,0.0000,0.0000,0.0000,17/08/16,17:58:07
$65.5,36.6,555.3,0.0000,0.0000,0.0000,17/08/16,18:03:06
$61.0,36.6,555.2,0.0000,0.0000,0.0000,17/08/16,18:08:06
$59.2,36.6,555.3,0.0000,0.0000,0.0000,17/08/16,18:13:06
$59.1,36.6,555.3,0.0000,0.0000,0.0000,17/08/16,18:18:07
$57.8,36.6,555.3,0.0000,0.0000,0.0000,17/08/16,18:23:07
$58.2,36.6,555.2,0.0000,0.0000,0.0000,17/08/16,18:28:07
$58.1,36.6,555.2,0.0000,0.0000,0.0000,17/08/16,18:33:06
$56.0,36.6,555.2,0.0000,0.0000,0.0000,17/08/16,18:38:06
$57.3,36.6,555.3,0.0000,0.0000,0.0000,17/08/16,18:43:07
$55.6,36.6,555.2,0.0000,0.0000,0.0000,17/08/16,18:48:07
$57.2,36.6,555.2,0.0000,0.0000,0.0000,17/08/16,18:53:07
$56.3,36.6,555.2,0.0000,0.0000,0.0000,17/08/16,18:58:07
$56.0,36.6,555.2,0.0000,0.0000,0.0000,17/08/16,19:03:06
$55.9,36.6,555.2,0.0000,0.0000,0.0000,17/08/16,19:08:06
$56.3,36.6,555.2,0.0000,0.0000,0.0000,17/08/16,19:13:07
$55.5,36.6,555.2,0.0000,0.0000,0.0000,17/08/16,19:18:07
$56.0,36.5,555.3,0.0000,0.0000,0.0000,17/08/16,19:23:07
$56.2,36.5,555.3,0.0000,0.0000,0.0000,17/08/16,19:28:06
$57.1,36.5,555.3,0.0000,0.0000,0.0000,17/08/16,19:33:06
$56.0,36.4,555.3,0.0000,0.0000,0.0000,17/08/16,19:38:06
$52.5,36.4,555.4,0.0000,0.0000,0.0000,17/08/16,19:43:07
$52.0,36.3,555.4,0.0000,0.0000,0.0000,17/08/16,19:48:07
$52.7,36.3,555.4,0.0000,0.0000,0.0000,17/08/16,19:53:07
$52.6,36.3,555.5,0.0000,0.0000,0.0000,17/08/16,19:58:06
$51.3,36.3,555.5,0.0000,0.0000,0.0000,17/08/16,20:03:06
$51.5,36.3,555.7,0.0000,0.0000,0.0000,17/08/16,20:08:06
$51.1,36.2,555.4,0.0000,0.0000,0.0000,17/08/16,20:13:07
$51.2,36.2,555.5,0.0000,0.0000,0.0000,17/08/16,20:18:07
$51.5,36.2,555.7,0.0000,0.0000,0.0000,17/08/16,20:23:07
$51.6,36.2,555.6,0.0000,0.0000,0.0000,17/08/16,20:28:06
$52.4,36.2,555.7,0.0000,0.0000,0.0000,17/08/16,20:33:06
$50.8,36.2,555.7,0.0000,0.0000,0.0000,17/08/16,20:38:06
$51.5,36.3,556.1,0.0000,0.0000,0.0000,17/08/16,20:43:07
$51.3,36.3,555.8,0.0000,0.0000,0.0000,17/08/16,20:48:07
$50.4,36.2,555.8,0.0000,0.0000,0.0000,17/08/16,20:53:07
$50.4,36.2,555.7,0.0000,0.0000,0.0000,17/08/16,20:58:06
$50.7,36.2,555.8,0.0000,0.0000,0.0000,17/08/16,21:03:06
$51.0,36.2,556.0,0.0000,0.0000,0.0000,17/08/16,21:08:07
$50.5,36.2,555.8,0.0000,0.0000,0.0000,17/08/16,21:13:07
$50.7,36.2,556.0,0.0000,0.0000,0.0000,17/08/16,21:18:07
$55.1,36.2,555.7,0.0000,0.0000,0.0000,17/08/16,21:23:07
$55.3,36.2,555.9,0.0000,0.0000,0.0000,17/08/16,21:28:06
$56.0,36.2,555.8,0.0000,0.0000,0.0000,17/08/16,21:33:06
$55.6,36.2,555.7,0.0000,0.0000,0.0000,17/08/16,21:38:07
$55.6,36.2,556.1,0.0000,0.0000,0.0000,17/08/16,21:43:07
$55.3,36.2,556.0,0.0000,0.0000,0.0000,17/08/16,21:48:07
$56.3,36.1,555.9,0.0000,0.0000,0.0000,17/08/16,21:53:07
$56.4,36.2,556.0,0.0000,0.0000,0.0000,17/08/16,21:58:06
$57.2,36.1,555.9,0.0000,0.0000,0.0000,17/08/16,22:03:06
$57.6,36.1,556.0,0.0000,0.0000,0.0000,17/08/16,22:08:07
$58.3,36.2,556.1,0.0000,0.0000,0.0000,17/08/16,22:13:07
$58.0,36.1,556.0,0.0000,0.0000,0.0000,17/08/16,22:18:07
$58.4,36.1,555.7,0.0000,0.0000,0.0000,17/08/16,22:23:07
$57.7,36.2,556.0,0.0000,0.0000,0.0000,17/08/16,22:28:06
$57.9,36.1,555.9,0.0000,0.0000,0.0000,17/08/16,22:33:06
$58.6,36.2,555.9,0.0000,0.0000,0.0000,17/08/16,22:38:07
$58.0,36.2,556.1,0.0000,0.0000,0.0000,17/08/16,22:43:07
$57.9,36.2,556.0,0.0000,0.0000,0.0000,17/08/16,22:48:07
$57.6,36.2,556.0,0.0000,0.0000,0.0000,17/08/16,22:53:06
$56.9,36.2,555.9,0.0000,0.0000,0.0000,17/08/16,22:58:06
$57.3,36.2,555.8,0.0000,0.0000,0.0000,17/08/16,23:03:06
